VOTER;"NDA_{-0,5;0;1}";"MLP_{-0,5;0;1}";"EM_{-0,5;0;1}";"BH_{-0,5;0;1}";"NA_{-0,5;0;1}";"PP_{-0,5;0;1}";"JC_{-0,5;0;1}";"JL_{-0,5;0;1}";"JLM_{-0,5;0;1}";"FA_{-0,5;0;1}";"FF_{-0,5;0;1}";"NDA_{-1;0;1}";"MLP_{-1;0;1}";"EM_{-1;0;1}";"BH_{-1;0;1}";"NA_{-1;0;1}";"PP_{-1;0;1}";"JC_{-1;0;1}";"JL_{-1;0;1}";"JLM_{-1;0;1}";"FA_{-1;0;1}";"FF_{-1;0;1}";"NDA_{-2;0;1}";"MLP_{-2;0;1}";"EM_{-2;0;1}";"BH_{-2;0;1}";"NA_{-2;0;1}";"PP_{-2;0;1}";"JC_{-2;0;1}";"JL_{-2;0;1}";"JLM_{-2;0;1}";"FA_{-2;0;1}";"FF_{-2;0;1}";OFFIC;GENDER;AGE;WORK;EDUC
187;0;-0,5;-0,5;0;0;0;0;0;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;3;2;3
188;0;-0,5;0;0;0;0;0;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;5;5;1
189;-0,5;-0,5;0;0;-0,5;-0,5;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;2;2;2
190;0;0;0;1;-0,5;-0,5;0;-0,5;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;1;2;0
191;-0,5;-0,5;-0,5;1;1;1;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;1;1;3
192;0;-0,5;0;1;1;1;0;1;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;1;5;5;3
193;-0,5;-0,5;-0,5;1;0;-0,5;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;3;7;3
194;0;1;1;-0,5;-0,5;-0,5;0;0;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;1;5;5;1
195;-0,5;-0,5;1;1;0;-0,5;0;0;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;1;6;3
196;-0,5;-0,5;-0,5;1;1;1;0;0;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;1;1;6;3
197;-0,5;-0,5;1;1;0;0;-0,5;0;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;2;2;3
198;-0,5;-0,5;0;1;0;1;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;2;2;3
199;-0,5;-0,5;0;1;1;1;0;-0,5;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;1;2;4;3
200;-0,5;-0,5;-0,5;1;1;-0,5;-0,5;-0,5;1;1;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;1;4;3
201;-0,5;-0,5;-0,5;0;0;0;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;1;4;3
202;-0,5;-0,5;-0,5;1;1;1;0;0;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;2;2;3
203;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;4;3;1
204;-0,5;-0,5;-0,5;1;1;1;-0,5;0;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;1;4;7;2
205;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;1;4;2;0
206;0;-0,5;-0,5;0;0;0;0;0;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;2;2;2
207;-0,5;-0,5;-0,5;1;1;1;-0,5;0;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;1;3;3;3
208;0;-0,5;1;1;1;1;0;0;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;5;5;2
209;-0,5;-0,5;-0,5;1;1;1;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;4;3;3
210;-0,5;-0,5;-0,5;1;0;0;0;0;1;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;3;2;3
211;-0,5;-0,5;0;0;0;0;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;0;0;5;2
212;0;-0,5;-0,5;1;0;1;-0,5;-0,5;1;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;9;2;1;6;2
213;1;-0,5;1;0;1;1;1;0;0;1;-0,5;;;;;;;;;;;;;;;;;;;;;;;10;1;3;2;3
214;1;-0,5;0;-0,5;-0,5;-0,5;-0,5;-0,5;1;1;-0,5;;;;;;;;;;;;;;;;;;;;;;;10;2;4;2;2
215;0;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;0;-0,5;1;1;;;;;;;;;;;;;;;;;;;;;;;10;2;3;2;3
216;-0,5;-0,5;-0,5;0;1;1;0;0;0;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;10;2;4;3;3
217;0;1;-0,5;-0,5;-0,5;-0,5;-0,5;1;-0,5;1;-0,5;;;;;;;;;;;;;;;;;;;;;;;10;2;2;2;2
218;1;-0,5;-0,5;-0,5;-0,5;-0,5;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;11;2;4;3;3
219;1;-0,5;0;0;0;-0,5;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;11;2;6;5;2
220;0;-0,5;0;-0,5;-0,5;-0,5;0;0;-0,5;0;1;;;;;;;;;;;;;;;;;;;;;;;11;1;3;1;2
221;0;-0,5;0;0;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;0;5;1;0
222;0;-0,5;1;-0,5;-0,5;-0,5;0;0;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;2;4;2;3
223;1;1;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;1;5;5;3
224;1;0;-0,5;-0,5;-0,5;-0,5;0;1;-0,5;0;1;;;;;;;;;;;;;;;;;;;;;;;11;1;5;5;3
225;-0,5;0;0;-0,5;-0,5;-0,5;-0,5;-0,5;0;0;1;;;;;;;;;;;;;;;;;;;;;;;11;1;2;2;2
226;0;1;-0,5;-0,5;-0,5;-0,5;-0,5;0;-0,5;0;1;;;;;;;;;;;;;;;;;;;;;;;11;0;5;1;3
227;0;-0,5;0;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;1;5;3;3
228;0;-0,5;0;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;2;5;1;3
229;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;2;3;1;3
230;0;-0,5;1;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;1;1;6;3
231;1;1;-0,5;-0,5;-0,5;-0,5;-0,5;0;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;2;6;5;3
232;0;-0,5;0;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;2;3;2;3
233;-0,5;-0,5;0;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;2;5;5;3
234;1;0;1;-0,5;-0,5;-0,5;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;11;1;5;5;3
235;-0,5;-0,5;1;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;1;5;2;2
236;-0,5;-0,5;1;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;1;6;5;3
237;0;-0,5;0;-0,5;-0,5;-0,5;0;0;-0,5;0;1;;;;;;;;;;;;;;;;;;;;;;;11;1;6;5;3
238;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;1;4;2;3
239;-0,5;0;0;-0,5;-0,5;-0,5;-0,5;-0,5;0;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;2;4;1;2
240;0;0;-0,5;-0,5;0;0;0;0;-0,5;0;1;;;;;;;;;;;;;;;;;;;;;;;11;1;6;5;2
241;1;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;1;;;;;;;;;;;;;;;;;;;;;;;11;1;2;2;3
242;0;-0,5;1;-0,5;-0,5;-0,5;-0,5;0;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;1;6;5;2
243;1;-0,5;0;-0,5;-0,5;-0,5;-0,5;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;11;1;6;5;0
244;-0,5;0;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;11;2;4;1;3
245;1;0;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;0;;;;;;;;;;;;;;;;;;;;;;;12;2;3;2;3
246;0;-0,5;0;0;0;0;0;0;0;0;-0,5;;;;;;;;;;;;;;;;;;;;;;;12;1;1;7;2
247;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;-0,5;;;;;;;;;;;;;;;;;;;;;;;12;1;4;2;2
248;;;;;;;;;;;;-1;0;-1;-1;-1;-1;-1;0;-1;-1;1;;;;;;;;;;;;0;2;3;2;0
249;;;;;;;;;;;;0;-1;-1;-1;1;-1;1;1;-1;1;-1;;;;;;;;;;;;0;2;5;5;3
250;;;;;;;;;;;;-1;-1;-1;-1;0;0;-1;1;1;-1;-1;;;;;;;;;;;;0;1;1;7;3
251;;;;;;;;;;;;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;0;0;0;0;0
252;;;;;;;;;;;;-1;-1;0;1;0;0;0;1;1;-1;-1;;;;;;;;;;;;0;0;0;0;0
253;;;;;;;;;;;;0;1;0;0;0;0;0;1;1;0;-1;;;;;;;;;;;;0;1;5;1;2
254;;;;;;;;;;;;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;0;0;0;0;0
255;;;;;;;;;;;;0;-1;1;1;1;1;-1;0;1;0;-1;;;;;;;;;;;;0;0;0;0;0
256;;;;;;;;;;;;1;1;-1;-1;-1;-1;1;1;-1;1;1;;;;;;;;;;;;0;0;0;0;0
257;;;;;;;;;;;;-1;-1;1;1;1;1;0;0;1;0;-1;;;;;;;;;;;;0;0;0;0;0
258;;;;;;;;;;;;1;1;0;-1;-1;-1;0;0;-1;0;1;;;;;;;;;;;;0;0;0;0;0
259;;;;;;;;;;;;1;-1;1;1;-1;-1;-1;-1;1;1;-1;;;;;;;;;;;;0;1;0;5;0
260;;;;;;;;;;;;1;0;-1;-1;0;-1;0;0;-1;0;-1;;;;;;;;;;;;1;1;3;1;3
261;;;;;;;;;;;;1;0;0;-1;-1;-1;0;0;0;0;0;;;;;;;;;;;;1;2;4;2;2
262;;;;;;;;;;;;1;0;-1;0;-1;-1;-1;-1;-1;0;-1;;;;;;;;;;;;1;1;3;1;3
263;;;;;;;;;;;;1;0;1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;1;0;3;3;2
264;;;;;;;;;;;;1;0;0;1;-1;-1;-1;0;1;0;-1;;;;;;;;;;;;1;2;4;2;2
265;;;;;;;;;;;;1;0;0;0;-1;-1;0;1;0;1;-1;;;;;;;;;;;;1;1;3;2;2
266;;;;;;;;;;;;1;-1;-1;0;0;0;0;0;0;0;-1;;;;;;;;;;;;1;2;2;2;2
267;;;;;;;;;;;;1;-1;0;0;-1;-1;-1;0;0;-1;0;;;;;;;;;;;;1;1;1;2;3
268;;;;;;;;;;;;1;-1;-1;0;-1;-1;-1;0;-1;-1;0;;;;;;;;;;;;1;2;1;2;3
269;;;;;;;;;;;;1;-1;0;0;0;0;0;0;-1;0;-1;;;;;;;;;;;;1;1;4;2;1
270;;;;;;;;;;;;1;-1;-1;-1;-1;-1;-1;0;-1;0;-1;;;;;;;;;;;;1;1;6;5;3
271;;;;;;;;;;;;1;-1;-1;-1;-1;-1;0;-1;-1;0;-1;;;;;;;;;;;;1;2;5;5;2
272;;;;;;;;;;;;1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;;;;;;;;;;;;1;2;2;1;3
273;;;;;;;;;;;;1;-1;0;0;-1;-1;-1;-1;0;0;-1;;;;;;;;;;;;1;2;1;6;3
274;;;;;;;;;;;;1;-1;0;-1;0;0;0;-1;0;1;0;;;;;;;;;;;;1;2;2;3;3
275;;;;;;;;;;;;1;1;0;-1;-1;-1;0;-1;-1;-1;0;;;;;;;;;;;;1;1;5;5;3
276;;;;;;;;;;;;1;1;-1;-1;-1;-1;-1;0;-1;0;0;;;;;;;;;;;;1;1;3;2;3
277;;;;;;;;;;;;1;1;0;-1;-1;-1;-1;-1;0;-1;1;;;;;;;;;;;;1;2;3;7;2
278;;;;;;;;;;;;1;1;-1;-1;-1;-1;0;0;-1;0;0;;;;;;;;;;;;1;2;2;2;3
279;;;;;;;;;;;;0;1;-1;0;1;-1;-1;-1;-1;0;-1;;;;;;;;;;;;2;1;2;2;2
280;;;;;;;;;;;;1;1;-1;-1;-1;-1;-1;0;0;-1;-1;;;;;;;;;;;;2;1;2;3;3
281;;;;;;;;;;;;-1;1;0;0;-1;-1;-1;-1;-1;0;-1;;;;;;;;;;;;2;2;6;5;2
282;;;;;;;;;;;;1;1;-1;1;1;0;0;0;-1;1;-1;;;;;;;;;;;;2;1;3;4;2
283;;;;;;;;;;;;1;1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;2;2;1;2;3
284;;;;;;;;;;;;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;2;1;1;4;1
285;;;;;;;;;;;;1;1;0;-1;-1;-1;-1;1;-1;1;1;;;;;;;;;;;;2;2;5;5;2
286;;;;;;;;;;;;0;1;-1;-1;0;1;0;0;1;0;-1;;;;;;;;;;;;2;1;3;2;1
287;;;;;;;;;;;;0;1;-1;0;1;-1;0;0;-1;0;1;;;;;;;;;;;;2;2;2;2;0
288;;;;;;;;;;;;1;1;0;-1;0;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;2;2;2;3;2
289;;;;;;;;;;;;1;1;-1;-1;-1;-1;1;0;-1;-1;1;;;;;;;;;;;;2;2;4;2;2
290;;;;;;;;;;;;0;1;-1;-1;-1;-1;0;-1;-1;0;-1;;;;;;;;;;;;2;2;1;4;2
291;;;;;;;;;;;;-1;0;1;0;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;2;2;1;3;2
292;;;;;;;;;;;;-1;1;0;0;0;0;-1;0;-1;-1;-1;;;;;;;;;;;;2;2;4;3;2
293;;;;;;;;;;;;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;2;2;2;4;1
294;;;;;;;;;;;;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;2;2;2;2;3
295;;;;;;;;;;;;-1;1;1;-1;-1;-1;-1;-1;-1;-1;0;;;;;;;;;;;;2;2;1;2;3
296;;;;;;;;;;;;0;1;-1;-1;-1;-1;-1;0;-1;-1;0;;;;;;;;;;;;2;1;1;2;2
297;;;;;;;;;;;;0;1;-1;-1;0;0;0;0;1;-1;1;;;;;;;;;;;;2;2;3;2;2
298;;;;;;;;;;;;1;1;-1;0;-1;-1;0;-1;-1;0;-1;;;;;;;;;;;;2;1;1;2;2
299;;;;;;;;;;;;1;1;0;-1;-1;-1;-1;0;-1;-1;1;;;;;;;;;;;;2;1;4;3;2
300;;;;;;;;;;;;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;2;2;2;4;3
301;;;;;;;;;;;;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;2;1;2;2;2
302;;;;;;;;;;;;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;2;2;5;5;1
303;;;;;;;;;;;;0;-1;1;1;0;1;0;1;1;0;-1;;;;;;;;;;;;2;1;1;6;3
304;;;;;;;;;;;;1;1;-1;-1;1;1;1;0;1;0;-1;;;;;;;;;;;;2;2;3;2;3
305;;;;;;;;;;;;-1;-1;1;0;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;3;2;3;3;3
306;;;;;;;;;;;;0;-1;1;1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;3;1;2;2;3
307;;;;;;;;;;;;1;-1;1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;3;1;3;2;3
308;;;;;;;;;;;;1;-1;1;-1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;3;2;5;5;1
309;;;;;;;;;;;;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;3;1;4;2;3
310;;;;;;;;;;;;1;-1;1;0;-1;-1;0;1;0;0;-1;;;;;;;;;;;;3;1;6;5;2
311;;;;;;;;;;;;-1;-1;1;1;-1;0;-1;0;0;-1;-1;;;;;;;;;;;;3;1;1;6;3
312;;;;;;;;;;;;-1;-1;1;-1;-1;-1;-1;0;-1;-1;-1;;;;;;;;;;;;3;1;6;5;3
313;;;;;;;;;;;;0;-1;1;0;0;1;-1;0;1;0;-1;;;;;;;;;;;;3;1;4;2;3
314;;;;;;;;;;;;-1;-1;1;1;0;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;3;2;4;3;2
315;;;;;;;;;;;;-1;-1;1;-1;0;0;0;-1;-1;0;-1;;;;;;;;;;;;3;2;3;6;2
316;;;;;;;;;;;;-1;-1;1;0;-1;-1;-1;-1;0;-1;-1;;;;;;;;;;;;3;1;4;1;3
317;;;;;;;;;;;;1;-1;1;-1;-1;-1;-1;-1;0;-1;0;;;;;;;;;;;;3;2;3;3;3
318;;;;;;;;;;;;0;-1;1;0;-1;-1;0;0;-1;-1;-1;;;;;;;;;;;;3;1;4;1;2
319;;;;;;;;;;;;-1;-1;1;0;-1;-1;-1;-1;0;-1;-1;;;;;;;;;;;;3;2;1;6;3
320;;;;;;;;;;;;0;-1;1;0;0;0;-1;-1;1;0;-1;;;;;;;;;;;;3;1;3;2;2
321;;;;;;;;;;;;-1;-1;1;0;1;1;0;0;-1;-1;-1;;;;;;;;;;;;3;2;5;5;2
322;;;;;;;;;;;;-1;-1;1;0;0;0;0;-1;1;-1;-1;;;;;;;;;;;;3;1;1;6;3
323;;;;;;;;;;;;-1;-1;1;1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;3;2;2;3;3
324;;;;;;;;;;;;-1;-1;0;0;0;0;0;0;0;-1;-1;;;;;;;;;;;;3;1;4;3;3
325;;;;;;;;;;;;0;-1;1;0;-1;0;-1;-1;0;-1;-1;;;;;;;;;;;;3;1;5;1;3
326;;;;;;;;;;;;0;-1;1;0;0;0;0;0;0;0;-1;;;;;;;;;;;;3;2;5;5;3
327;;;;;;;;;;;;-1;-1;1;1;0;0;1;0;1;-1;-1;;;;;;;;;;;;3;1;3;2;3
328;;;;;;;;;;;;1;0;1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;3;1;3;2;2
329;;;;;;;;;;;;-1;-1;1;1;1;0;0;0;1;0;-1;;;;;;;;;;;;3;2;4;2;2
330;;;;;;;;;;;;1;0;1;-1;-1;-1;0;-1;1;0;-1;;;;;;;;;;;;3;1;1;2;2
331;;;;;;;;;;;;-1;-1;1;0;-1;-1;0;-1;0;-1;-1;;;;;;;;;;;;3;1;3;3;3
332;;;;;;;;;;;;-1;-1;1;1;1;1;-1;0;0;-1;-1;;;;;;;;;;;;3;1;3;2;3
333;;;;;;;;;;;;1;-1;1;-1;-1;-1;-1;0;-1;-1;-1;;;;;;;;;;;;3;2;2;2;3
334;;;;;;;;;;;;-1;-1;1;0;-1;-1;-1;-1;-1;-1;0;;;;;;;;;;;;3;1;5;5;2
335;;;;;;;;;;;;-1;-1;1;0;0;0;-1;0;1;-1;-1;;;;;;;;;;;;3;1;1;4;3
336;;;;;;;;;;;;-1;-1;1;0;-1;-1;-1;-1;0;-1;-1;;;;;;;;;;;;3;1;3;2;3
337;;;;;;;;;;;;-1;-1;1;0;-1;-1;0;-1;0;-1;0;;;;;;;;;;;;3;2;3;2;3
338;;;;;;;;;;;;0;1;1;0;0;1;-1;1;1;0;1;;;;;;;;;;;;3;1;3;2;2
339;;;;;;;;;;;;-1;-1;1;-1;0;0;0;-1;0;-1;-1;;;;;;;;;;;;3;1;5;5;3
340;;;;;;;;;;;;-1;-1;1;1;1;1;0;-1;1;0;-1;;;;;;;;;;;;3;1;3;3;3
341;;;;;;;;;;;;-1;-1;1;-1;-1;-1;-1;-1;0;-1;-1;;;;;;;;;;;;3;2;2;2;3
342;;;;;;;;;;;;0;-1;1;0;-1;-1;-1;-1;0;-1;-1;;;;;;;;;;;;3;2;3;2;3
343;;;;;;;;;;;;0;1;1;-1;-1;-1;-1;-1;-1;-1;0;;;;;;;;;;;;3;1;5;5;2
344;;;;;;;;;;;;-1;-1;1;0;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;3;2;1;6;3
345;;;;;;;;;;;;-1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;3;2;1;6;3
346;;;;;;;;;;;;0;-1;1;1;-1;-1;-1;-1;0;-1;1;;;;;;;;;;;;3;2;3;3;3
347;;;;;;;;;;;;0;-1;1;0;0;0;0;0;0;0;1;;;;;;;;;;;;3;0;6;5;3
348;;;;;;;;;;;;-1;-1;1;0;0;0;1;1;-1;-1;-1;;;;;;;;;;;;3;2;2;3;3
349;;;;;;;;;;;;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;3;1;3;2;3
350;;;;;;;;;;;;0;-1;1;-1;0;-1;-1;-1;-1;-1;0;;;;;;;;;;;;3;2;3;4;3
351;;;;;;;;;;;;1;1;1;1;-1;0;-1;-1;-1;-1;0;;;;;;;;;;;;3;1;1;6;2
352;;;;;;;;;;;;1;1;1;-1;0;0;0;0;-1;0;1;;;;;;;;;;;;3;1;3;4;2
353;;;;;;;;;;;;-1;-1;1;1;0;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;3;2;6;5;3
354;;;;;;;;;;;;-1;-1;1;1;-1;-1;-1;-1;0;-1;-1;;;;;;;;;;;;3;1;4;2;3
355;;;;;;;;;;;;0;-1;1;-1;-1;-1;-1;-1;1;-1;0;;;;;;;;;;;;3;2;2;1;1
356;;;;;;;;;;;;0;-1;1;-1;-1;0;-1;0;-1;0;-1;;;;;;;;;;;;3;2;3;2;3
357;;;;;;;;;;;;-1;-1;1;1;0;0;-1;-1;0;-1;-1;;;;;;;;;;;;3;2;1;6;3
358;;;;;;;;;;;;-1;-1;1;0;0;0;0;1;1;0;-1;;;;;;;;;;;;3;1;4;2;0
359;;;;;;;;;;;;0;-1;1;1;0;0;-1;0;-1;0;0;;;;;;;;;;;;4;2;3;2;3
360;;;;;;;;;;;;-1;-1;-1;1;1;1;0;0;1;0;-1;;;;;;;;;;;;4;2;3;3;3
361;;;;;;;;;;;;-1;-1;0;1;-1;-1;-1;-1;0;-1;-1;;;;;;;;;;;;4;0;6;5;1
362;;;;;;;;;;;;-1;-1;1;1;0;0;0;1;1;-1;-1;;;;;;;;;;;;4;1;3;3;3
363;;;;;;;;;;;;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;4;2;3;4;3
364;;;;;;;;;;;;0;-1;0;1;0;0;0;0;1;0;-1;;;;;;;;;;;;4;2;1;6;3
365;;;;;;;;;;;;-1;-1;1;1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;4;2;1;3;3
366;;;;;;;;;;;;-1;-1;0;1;0;0;-1;-1;-1;-1;-1;;;;;;;;;;;;4;2;4;3;3
367;;;;;;;;;;;;-1;-1;0;1;-1;0;-1;-1;0;-1;-1;;;;;;;;;;;;4;1;2;2;3
368;;;;;;;;;;;;-1;-1;-1;1;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;4;2;3;1;3
369;;;;;;;;;;;;-1;-1;-1;1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;4;2;1;2;2
370;;;;;;;;;;;;-1;-1;0;1;0;0;-1;0;1;-1;-1;;;;;;;;;;;;4;1;3;4;3
371;;;;;;;;;;;;-1;-1;0;1;0;1;-1;-1;1;-1;-1;;;;;;;;;;;;4;2;1;2;3
372;;;;;;;;;;;;-1;-1;-1;1;0;0;0;-1;1;-1;-1;;;;;;;;;;;;4;2;4;2;3
373;;;;;;;;;;;;1;-1;1;1;0;0;-1;0;0;-1;-1;;;;;;;;;;;;4;1;4;1;3
374;;;;;;;;;;;;-1;-1;-1;1;0;0;-1;0;1;-1;-1;;;;;;;;;;;;4;2;3;3;3
375;;;;;;;;;;;;0;-1;-1;1;0;0;-1;1;1;0;-1;;;;;;;;;;;;4;1;5;5;3
376;;;;;;;;;;;;-1;-1;-1;1;1;1;-1;-1;1;-1;-1;;;;;;;;;;;;4;2;4;3;0
377;;;;;;;;;;;;-1;-1;0;1;0;0;0;-1;0;0;-1;;;;;;;;;;;;4;2;3;2;2
378;;;;;;;;;;;;0;-1;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;4;2;6;5;2
379;;;;;;;;;;;;-1;-1;1;1;0;0;-1;-1;1;0;-1;;;;;;;;;;;;4;1;2;2;3
380;;;;;;;;;;;;0;-1;1;1;-1;0;0;0;1;0;-1;;;;;;;;;;;;4;2;3;3;3
381;;;;;;;;;;;;0;-1;-1;1;0;0;0;0;0;0;-1;;;;;;;;;;;;4;2;2;2;3
382;;;;;;;;;;;;-1;-1;0;1;0;-1;-1;-1;0;-1;-1;;;;;;;;;;;;4;1;3;1;2
383;;;;;;;;;;;;1;1;-1;0;1;1;1;1;1;1;-1;;;;;;;;;;;;6;2;2;2;1
384;;;;;;;;;;;;0;1;-1;0;0;1;0;0;1;1;-1;;;;;;;;;;;;6;2;1;4;2
385;;;;;;;;;;;;-1;-1;-1;-1;1;1;0;0;1;1;-1;;;;;;;;;;;;6;2;3;2;3
386;;;;;;;;;;;;0;-1;-1;1;0;0;1;-1;1;-1;-1;;;;;;;;;;;;7;1;1;4;3
387;;;;;;;;;;;;-1;-1;0;0;1;1;0;1;0;0;-1;;;;;;;;;;;;8;1;4;4;2
388;;;;;;;;;;;;0;-1;1;1;-1;0;1;1;-1;-1;-1;;;;;;;;;;;;8;1;3;3;3
389;;;;;;;;;;;;-1;1;1;0;-1;0;-1;1;1;-1;0;;;;;;;;;;;;8;1;3;2;2
390;;;;;;;;;;;;0;-1;-1;-1;1;-1;1;1;1;1;-1;;;;;;;;;;;;9;1;4;2;0
391;;;;;;;;;;;;-1;-1;-1;0;1;1;-1;0;1;-1;-1;;;;;;;;;;;;9;1;5;5;3
392;;;;;;;;;;;;-1;-1;-1;1;0;0;0;-1;1;0;-1;;;;;;;;;;;;9;2;2;3;0
